"uuid"	"title"	"abstract"
"ec68de50-88fd-11da-a88f-000d939bc5d8"	"Carte de l'occupation des terres de l'Algerie, Mecheria"	"Coupure speciale publiee par le Centre de recherches sur les ressources biologiques terrestres de l'ONRS"
"c348df42-721c-4b25-8e42-ae5e25bf65d1"	"Carte géologique de l'Algérie (2ème edition)"	"Geological Map of Algeria; Terrains sheet 1, 2, 3; Description of the mapping units"
"c348df42-721c-4b25-8e42-ae5e25bf65d1"	"Carte géologique de l'Algérie (2ème edition)"	"Geological Map of Algeria; Terrains sheet 1, 2, 3; Description of the mapping units"
"c348df42-721c-4b25-8e42-ae5e25bf65d1"	"Carte géologique de l'Algérie (2ème edition)"	"Geological Map of Algeria; Terrains sheet 1, 2, 3; Description of the mapping units"
"baf7de05-6ec2-4a5d-a5e8-f91758d21061"	"Carte pedologique de lâAlgerie"	"Carte pedologique de lâAlgerie 
Acc. To Durand â Handmade Field Copy"
"fe3bdd1f-ac93-46bd-82e7-4273adb85273"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte dâAptitude culturale des sols - Algeria)"	"Include : 
Carte dâAptitude culturale des sols â Hodna (Algerie Centrale) (200 000)"
"eeb6d1dd-e184-461c-9aec-8d9cc60d1011"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte de situation - Algeria)"	"Include : 
Carte de situation, Schema Tectonique (1 000 000), Phyto-Ecologie (1 000 000), sols (800 000), hydro-climatologie (1 000 000)"
"af306c6e-7e45-49cb-9883-666352d1970a"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte Hydrogeologique de Synthese - Algeria)"	"Include : 
Carte Hydrogeologique de Synthese (Region du Hodna) (200 000)"
"68f495d8-a4c5-4c9d-b2b4-773dcf4f4123"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte pedologique du Hodna - Algeria)"	"Include : 
Carte pedologique du Hodna (Feuille de  « Bou Saada ») (100 000)
Carte pedologique du Hodna (Feuille de  « Bou Taleb ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâDoukal ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâSila ») (100 000)
(4 Sheets)"
"68f495d8-a4c5-4c9d-b2b4-773dcf4f4123"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte pedologique du Hodna - Algeria)"	"Include : 
Carte pedologique du Hodna (Feuille de  « Bou Saada ») (100 000)
Carte pedologique du Hodna (Feuille de  « Bou Taleb ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâDoukal ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâSila ») (100 000)
(4 Sheets)"
"68f495d8-a4c5-4c9d-b2b4-773dcf4f4123"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte pedologique du Hodna - Algeria)"	"Include : 
Carte pedologique du Hodna (Feuille de  « Bou Saada ») (100 000)
Carte pedologique du Hodna (Feuille de  « Bou Taleb ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâDoukal ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâSila ») (100 000)
(4 Sheets)"
"68f495d8-a4c5-4c9d-b2b4-773dcf4f4123"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte pedologique du Hodna - Algeria)"	"Include : 
Carte pedologique du Hodna (Feuille de  « Bou Saada ») (100 000)
Carte pedologique du Hodna (Feuille de  « Bou Taleb ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâDoukal ») (100 000)
Carte pedologique du Hodna (Feuille de  « MâSila ») (100 000)
(4 Sheets)"
"37cd1a28-347c-4bb8-bb2a-748d99186974"	"Etudes des ressources naturelles, experimentation et demonstration agricole dans la region du hodna (Carte Phyto-Ecologique du Hodna - Algeria)"	"Include : 
Carte Phyto-Ecologique du Hodna (Cartons et legende des fuilles est et ouest) (200 000)"
"e8a40e20-88fd-11da-a88f-000d939bc5d8"	"Hydrogeological map of the Arab Region and adjacent areas (Sheets 1 & 2)"	"Coverage:
Morocco, Mauritania, Algeria, Tunisia, Libya (Sheet 1) -
Egypt, Lebanon, Syria, Iraq, Somalia, Saudi Arabia, Yemen, United Arab Emirates, Oman (Sheet 2)."
"90637876-f1a3-4b93-9adf-514ecd2f9651"	"Mapa general de las asociacionas de suelos en el Ecuador"	"Include :
Mapa de los grupos de suelos del Ecuador (Apendice 5) (Spanish) (1 000 000)
Broad Soil Association of Ecuador (English) (1 000 000)
(2 Sheets)"
"90637876-f1a3-4b93-9adf-514ecd2f9651"	"Mapa general de las asociacionas de suelos en el Ecuador"	"Include :
Mapa de los grupos de suelos del Ecuador (Apendice 5) (Spanish) (1 000 000)
Broad Soil Association of Ecuador (English) (1 000 000)
(2 Sheets)"
"ec49bd90-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico de la Republica del Ecuador"	"Mapa geologico de la Republica del Ecuador; Description of the mapping units"
"ec49bd90-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico de la Republica del Ecuador"	"Mapa geologico de la Republica del Ecuador; Description of the mapping units"
"cb173490-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico del Ecuador"	"Mapa geologico del Ecuador"
"1a2fcbd5-6343-4a8e-bb97-fb73fa1cac2f"	"Survey for the development of the Guayas river basin (Ecuador)"	"Include:
Development regions of the Guayas basin,"
"b06a9782-c966-4e7a-aa9f-b67cdb5ad6f5"	"Survey for the development of the Guayas river basin (Geological Map - Ecuador)"	"Include:
Geology"
"000baa63-b19e-4e52-8378-e7b6f3be1f63"	"Survey for the development of the Guayas river basin (Land use and forest types - Ecuador)"	"Include:
Land use and forest types"
"f0bbb6b3-17d7-4539-94d2-590d49914450"	"Survey for the development of the Guayas river basin (The composite evaluation of natural resources - Ecuador)"	"Include:
The composite evaluation of natural resources"
"e6c451a0-88fd-11da-a88f-000d939bc5d8"	"Basement rocks of Al Qusayr quadrangle (NG 36 K3) (Egypt)"	"Basement rocks of Al Qusayr quadrangle (NG 36 K3)"
"e6c05a00-88fd-11da-a88f-000d939bc5d8"	"Basement rocks of Safajah Quadrangle, Egypt (NG-36 K-5-6)"	"Basement rocks of Safajah Quadrangle, Egypt (NG-36 K-5-6)"
"e678a2a0-88fd-11da-a88f-000d939bc5d8"	"Geological map, Dakhla (Sheet NG-35)"	"Geological map, Dakhla (Sheet NG-35)"
"e676a6d0-88fd-11da-a88f-000d939bc5d8"	"Geological map of Greater Cairo area"	"Include:
Cairo: plan of cities of Cairo, Giza, Saqqara, Maadi, Heliopolis"
"e6aaaf20-88fd-11da-a88f-000d939bc5d8"	"Geological map of Minqar Al Aghar (1st edition)"	"Geological map of Minqar Al Aghar (1st edition)"
"e6a86530-88fd-11da-a88f-000d939bc5d8"	"Geological map of Ras Abu Al Juruf and Ad Dabah  (1st edition)"	"Geological map of Ras Abu Al Juruf and Ad Dabah  (1st edition)"
"1167bcfd-8a0f-43b0-94af-121158db6f08"	"Geological map of the Aswan Quadrangle"	"Geological map of the aswan quadrangle"
"db8e9930-88fd-11da-a88f-000d939bc5d8"	"Geological map of United Arab Republic"	"Geological map of United Arab Republic"
"e6924520-88fd-11da-a88f-000d939bc5d8"	"Geologic Map of Al Alamayn (first edition)"	"Geologic Map of Al Alamayn (first edition)"
"e6c255d0-88fd-11da-a88f-000d939bc5d8"	"Geologic map of Siwah quadrangle (NH-35-F) (Egypt)"	"Geologic map of Siwah quadrangle (NH-35-F)"
"e67483f0-88fd-11da-a88f-000d939bc5d8"	"Geologic map of the Gebel El'Urf Quadrangle (NG-36-2)"	"Geologic map of the Gebel El'Urf Quadrangle (NG-36-2)"
"ec4c0780-88fd-11da-a88f-000d939bc5d8"	"Geologic map of the Wadi Qena Quadrangle, Egypt (NG 36-6)"	"Geologic map of the Wadi Qena Quadrangle, Egypt (NG 36-6)"
"9b41a351-485a-4421-87f2-33105bb9c9f1"	"Metallogenic map of the Aswan Quadrangle"	"Metallogenic map of the Aswan Quadrangle"
"e6acd200-88fd-11da-a88f-000d939bc5d8"	"Metallogenic map of the Qena quadrangle, Egypt"	"Metallogenic map of the Qena quadrangle, Egypt"
"6a21c229-eb89-4620-bd63-1e933259ba62"	"Ethiopian Mapping Agency - Topographic Map"	"Include:
Topographic Map"
"1dd70321-6a68-475a-88c8-9e6a05406efd"	"Geological map of Ethiopia - Adigrat"	"Include:
Adigrat (ND 37-7)"
"04739c44-7346-4c3f-801d-2153fd49aa62"	"Geological map of Ethiopia - Adi Ramet"	"Include:
Adi Ramet (ND 37-9)"
"51572dc6-74c3-4d8a-b5b8-9b02ef12d31f"	"Geological map of Ethiopia - Dire Dawa"	"Include:
Dire Dawa (NC 37-12)"
"0f102092-fbf3-4035-8f2e-01cf7e2da7a5"	"Geological map of Ethiopia -  Gore"	"Include:
Gore (NC 36-16)"
"f98a2d92-2bb5-4abd-a678-69160f04629b"	"Geological map of Ethiopia - Hydrogeology of Mekele"	"Include:
Hydrogeology of Mekele (ND 37-11)"
"763fea65-ab7b-4a9c-82fd-dbd8bfd44484"	"Geological map of Ethiopia - Hydrogeology of Nazret"	"Include:
Hydrogeology of Nazret (NC 37-15)"
"e2ea3ed7-7640-4afc-ac17-0661c25fecea"	"Geological map of Ethiopia - Hydrogeology of the Lakes Region"	"Include:
Hydrogeology of the Lakes Region (NB 37-2)"
"e8eb0230-88fd-11da-a88f-000d939bc5d8"	"Geological map of the Ogaden and surrounding area"	"Geological map of the Ogaden and surrounding area"
"e9005ef0-88fd-11da-a88f-000d939bc5d8"	"Geological Map Omo river project area, parts of Ilubabor, Kefa, Gemu Gofa and Sidamo - Ethiopia"	"Geological Map Omo river project area, parts of Ilubabor, Kefa, Gemu Gofa and Sidamo"
"d6df1ae0-88fd-11da-a88f-000d939bc5d8"	"Land Use and Land Cover of Ethiopia"	"Coverage:
 Nakta (NE-37).
 Asmera (ND-37).
 Metu-Tewodros-Ketema (NC-36/ND-36).
 Addis-Ababa (NC-37).
 Harer-Aseb (NC-38/ND-38).
 Mizan Teferi-Moyale (NA 37/NB 36).
 Awasa (NB-37).
 Gode (NA-38)"
"f7c20f94-1b16-4c56-b716-b4bfa8cc3991"	"Production Regions (Barley - Ethiopia)"	"Include:
Barley"
"95022a17-88e7-44d6-a89b-ce0567f84a24"	"Production Regions (Chick peas - Ethiopia)"	"Include:
Chick peas"
"002039ca-1ce0-40b8-abf1-39f655cfee2f"	"Production Regions (Coffee - Ethiopia)"	"Include:
Coffee"
"bbb327b1-3dbe-4276-a904-39b1b4091564"	"Production Regions (Ensete - Ethiopia)"	"Include:
Ensete"
"a6eaeb83-c277-4fcc-94d5-c47d21ed3c4d"	"Production Regions (Finger millet and sesame seed - Ethiopia)"	"Include:
Finger millet and sesame seed"
"e0d802e3-1a46-4d1b-8476-b608b8b7cf57"	"Production Regions (Forestry, pasture - Ethiopia)"	"Include:
Forestry, pasture."
"2a86c722-18e4-4757-9178-6add1cac9e9a"	"Production Regions (Horse beans and haricot beans - Ethiopia)"	"Include:
Horse beans and haricot beans"
"aa7d9a6f-e9e9-487b-a1fa-b85268aaf129"	"Production Regions (Linseed - Ethiopia)"	"Include:
Linseed"
"241275dd-5e95-42b3-8f90-8f803d7086dc"	"Production Regions (Maize - Ethiopia)"	"Include:
Maize"
"fc9aa3f1-72de-4d54-a1ab-ac5bf5e4729e"	"Production Regions (Noug - Ethiopia)"	"Include:
Noug"
"c6ffbe5c-4c86-4416-8c12-03e71d6f99d3"	"Production Regions (Peas - Ethiopia)"	"Include:
Peas"
"40a06168-64c7-47cc-8bc1-11fbaa5257e8"	"Production Regions (Sorghum - Ethiopia)"	"Include:
Sorghum"
"7f108413-9a62-4ae0-97a8-1cd9bbf3e248"	"Production Regions (Teff - Ethiopia)"	"Include:
Teff"
"63200e74-c8eb-4c0e-b606-93bf61c6461e"	"Production Regions (Wheat - Ethiopia)"	"Include:
Wheat"
"bcf46f5e-6dd0-4408-8242-55f4ecce398c"	"The Tentative soil map of africa"	"Include:
Soil Map of Ethiopia; Handmade Field Map"
"63c9448d-be51-462f-9206-3170e6b88993"	"Cartes pédologiques de reconnaissance de Libreville à Kango de Kango (Gabon)"	"Include:
Carte pédologique de reconnaissance de Libreville à Kango"
"e3c9d650-88fd-11da-a88f-000d939bc5d8"	"Atlas des Départements d'Outre- mer: La Guyane (French Guiana)"	"Include:
Sédimentologie, plaines côtières  (Turenne, J.F )(Planche 6)- 
Péologie, plaines côtières (Turenne, J.F.)  (Planche 11) -
Végétation (Planche 12)  (1 000 000) -
Végétation, plaines côtières (De Granville, J.J.) (Planche 13)  
Utilisation du sol (Brasseur, G.)  (Planche 23)  (1 000000) -
Exploitation forestière (Bernard, D.) (Planche 25)  (1 000 000).-"
"e3c9d650-88fd-11da-a88f-000d939bc5d8"	"Atlas des Départements d'Outre- mer: La Guyane (French Guiana)"	"Include:
Sédimentologie, plaines côtières  (Turenne, J.F )(Planche 6)- 
Péologie, plaines côtières (Turenne, J.F.)  (Planche 11) -
Végétation (Planche 12)  (1 000 000) -
Végétation, plaines côtières (De Granville, J.J.) (Planche 13)  
Utilisation du sol (Brasseur, G.)  (Planche 23)  (1 000000) -
Exploitation forestière (Bernard, D.) (Planche 25)  (1 000 000).-"
"e3c9d650-88fd-11da-a88f-000d939bc5d8"	"Atlas des Départements d'Outre- mer: La Guyane (French Guiana)"	"Include:
Sédimentologie, plaines côtières  (Turenne, J.F )(Planche 6)- 
Péologie, plaines côtières (Turenne, J.F.)  (Planche 11) -
Végétation (Planche 12)  (1 000 000) -
Végétation, plaines côtières (De Granville, J.J.) (Planche 13)  
Utilisation du sol (Brasseur, G.)  (Planche 23)  (1 000000) -
Exploitation forestière (Bernard, D.) (Planche 25)  (1 000 000).-"
"e3debde0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la Guyane française - Regina"	"Carte pédologique de la Guyane française (4 sheets) - Regina"
"e3debde0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la Guyane française - Regina"	"Carte pédologique de la Guyane française (4 sheets) - Regina"
"e3debde0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la Guyane française - Regina"	"Carte pédologique de la Guyane française (4 sheets) - Regina"
"e3debde0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la Guyane française - Regina"	"Carte pédologique de la Guyane française (4 sheets) - Regina"
"bf27da05-3e64-4492-b530-90136f24e6a7"	"Gambia,  land use (Balanghar ker N'Derry)"	"Series DOS 3001, 1st ed.
Include:
Balanghar ker N'Derry (Sheet 6/I)"
"26466ec7-e137-442d-bd33-9eaa647d40df"	"Gambia,  land use (Bureng)"	"Series DOS 3001, 1st ed.
Include:
Bureng (Sheet 15/II)"
"a25d654b-b0c1-4ec3-b07d-627987cee226"	"Gambia,  land use (Dankunku)"	"Series DOS 3001, 1st ed.
Include:
Dankunku  (Sheet 6/IV)"
"aa0c4de2-aa0b-4f41-81a7-b98d24943773"	"Gambia,  land use (Fass)"	"Series DOS 3001, 1st ed.
Include:
Fass  (Sheet7a/IV)"
"1c82c381-775d-436c-93b5-bb8da3a27d6e"	"Gambia,  land use (Jarreng)"	"Series DOS 3001, 1st ed.
Include:
Jarreng  (Sheet 7/III)"
"88fb7a41-bf79-4c67-8306-69cab0ed4a68"	"Gambia,  land use (Kau-Ur)"	"Series DOS 3001, 1st ed.
Include:
Kau-Ur  (Sheet 6/II)"
"6ca2353b-8890-437a-8fe1-489c9611d0e5"	"Gambia,  land use (Kerewan Samba Sira)"	"Series DOS 3001, 1st ed.
Include:
Kerewan Samba Sira  (Sheet 8/III)"
"5bf2ae55-1008-491a-8a57-2b9bea5f8ea3"	"Gambia,  land use (Kudang)"	"Series DOS 3001, 1st ed.
Include:
Kudang  (Sheet 7/II)"
"01fd78db-ef44-4e39-99f0-a14d1fcdb4ee"	"Gambia,  land use (Kuntaur Fula Kunda)"	"Series DOS 3001, 1st ed.
Include:
Kuntaur Fula Kunda  (Sheet 8/II)"
"9d7a373f-82dd-42cb-b981-71eb4017e171"	"Gambia,  land use (N'Jau)"	"Series DOS 3001, 1st ed.
Include:
N'Jau  (Sheet 7/1)"
"1d94a13c-9777-4d42-854d-06eafcf81a4f"	"Gambia,  land use (Panchang)"	"Series DOS 3001, 1st ed.
Include:
Panchang  (Sheet 7a/III)"
"cf1d0af3-a3a6-405c-81f5-cea9bcb2ff2b"	"Gambia,  land use (Sara Kunda)"	"Series DOS 3001, 1st ed.
Include:
Sara Kunda  (Sheet 6/III)"
"fd1185e1-49ea-4c33-9fc0-e3bec23c2f5d"	"Gambia,  land use (Sare Malang)"	"Series DOS 3001, 1st ed.
Include:
Sare Malang  (Sheet 7/IV)"
"db974bc0-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico de la Republica de Guatemala (primera edicion)"	"Mapa geologico de la Republica de Guatemala (primera edicion) (4 sheets)"
"db974bc0-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico de la Republica de Guatemala (primera edicion)"	"Mapa geologico de la Republica de Guatemala (primera edicion) (4 sheets)"
"db974bc0-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico de la Republica de Guatemala (primera edicion)"	"Mapa geologico de la Republica de Guatemala (primera edicion) (4 sheets)"
"db974bc0-88fd-11da-a88f-000d939bc5d8"	"Mapa geologico de la Republica de Guatemala (primera edicion)"	"Mapa geologico de la Republica de Guatemala (primera edicion) (4 sheets)"
"da0d2950-88fd-11da-a88f-000d939bc5d8"	"Uso potencial de la tierra"	"Uso potencial de la tierra"
"da328ba0-88fd-11da-a88f-000d939bc5d8"	"General soil map of British Guiana"	"General soil map of British Guiana"
"f2dbb780-88fd-11da-a88f-000d939bc5d8"	"Map of British Guiana"	"Geological map of British Guiana"
"d02d0151-a485-41ff-988d-c8ce4961d50e"	"Preliminary Soil-Associations Map of British Guiana"	"Preliminary Soil-Associations Map of British Guiana"
"d18e129f-611e-494b-8f01-bb6a9870130f"	"Informe oficial de la mision 105 de asistencia tecnica directa a Honduras sobre reforma agraria y desarrollo agricola (Clasificacion de tierras)"	"Include:
Clasificacion de tierras, mapa parcial (250 000)"
"662eaae3-aab5-4662-beec-94eaee8ffb9f"	"Informe oficial de la mision 105 de asistencia tecnica directa a Honduras sobre reforma agraria y desarrollo agricola (Uso potencial de la terra)"	"Include:
Uso potencial de la terra  (1 000 000)"
"34030d85-f391-496d-8dfa-55fba99c900d"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Geology - Honduras)"	"Include:
Geology (Map L9)"
"aa30ac49-0438-4771-b12d-7b6f1f4506cd"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Land use - Honduras)"	"Include:
Land use (Map L17-T17); Description of the mapping units"
"aa30ac49-0438-4771-b12d-7b6f1f4506cd"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Land use - Honduras)"	"Include:
Land use (Map L17-T17); Description of the mapping units"
"d3ac2953-e097-43dc-8d8b-d80294fc7519"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Soils-Agricultural - Honduras)"	"Include:
Soils-Agricultural (Map L5-T5); Description of the mapping units"
"d3ac2953-e097-43dc-8d8b-d80294fc7519"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Soils-Agricultural - Honduras)"	"Include:
Soils-Agricultural (Map L5-T5); Description of the mapping units"
"d3ac2953-e097-43dc-8d8b-d80294fc7519"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Soils-Agricultural - Honduras)"	"Include:
Soils-Agricultural (Map L5-T5); Description of the mapping units"
"b0d7ba5e-11e6-4865-a9c1-4dce3ea8cc62"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (State of ground - Honduras)"	"Include:
State of ground (Map L8-T8);Description of the mapping units"
"b0d7ba5e-11e6-4865-a9c1-4dce3ea8cc62"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (State of ground - Honduras)"	"Include:
State of ground (Map L8-T8);Description of the mapping units"
"b0d7ba5e-11e6-4865-a9c1-4dce3ea8cc62"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (State of ground - Honduras)"	"Include:
State of ground (Map L8-T8);Description of the mapping units"
"aae702dd-369e-46ba-ab01-86f65a558f3f"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Vegetation - Honduras)"	"Include:
Vegetation (Map L6-T6); Description of the mapping units"
"aae702dd-369e-46ba-ab01-86f65a558f3f"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Vegetation - Honduras)"	"Include:
Vegetation (Map L6-T6); Description of the mapping units"
"aae702dd-369e-46ba-ab01-86f65a558f3f"	"Inventario Nacional de Recursos Fisicos (AID/RIC GIPR No 5), (Vegetation - Honduras)"	"Include:
Vegetation (Map L6-T6); Description of the mapping units"
"75b65211-106f-4a6b-baba-7a902ff4b374"	"Mapa de la Republica de Honduras (Cattle Population)"	"Include :
Cattle Population (fig. 3)"
"9799bcba-a7ee-45a0-b69c-3ecd75f7554d"	"Mapa de la Republica de Honduras (Land in use for agriculture livestock excluded in % of total area)"	"Include :
Land in use for agriculture livestock excluded in % of total area (fig. 6)"
"4ef1d83a-afb3-45c7-822b-94cadfcbd1b0"	"Mapa de la Republica de Honduras (Planted Areas in % of total area)"	"Include :
Planted Areas in % of total area (fig. 4)"
"88008df6-6003-4699-ae93-2569aef5c2b2"	"Mapa de la Republica de Honduras (Production of Cereals)"	"Include :
Production of Cereals (fig. 2)"
"8c5d7757-5d17-46ef-bfae-1a1de062cbab"	"Boschoverzichtskaart van de Buitengewesten van Indonesia"	"Include:
Boschoverzichtskaart van de Buitengewesten van Indonesia (4 500 000)"
"f0968270-88fd-11da-a88f-000d939bc5d8"	"Esboco geologico da provincia de Timor (Indonesia)"	"Esboco geologico da provincia de Timor-"
"f168e6c1-1f89-4bf7-91f3-ef1bd9a70a26"	"Generalized soil map: Indonesia (Peta Tanah Bagan)"	"Generalized soil map (Peta Tanah Bagan-soils)"
"ef5782d6-d2bc-4c11-baf7-cb8fbab7e79f"	"Generalized soil map: Indonesia (Peta Tanah Eksplorasi Kalimantan)"	"Generalized soil map: (Peta Tanah Eksplorasi Kalimantan-soils)"
"d8716104-a59d-4eff-a7a8-1a8359233d52"	"Geomorphological map of Serayu River basin, Central Java (Indonesia)"	"Includes:
Geomorphological land units in Serayu Riverbasin (on reverse side)"
"ec14f1f0-88fd-11da-a88f-000d939bc5d8"	"Hydrogeological map of the Serayu river basin, Central Java, Indonesia"	"Hydrogeological map of the Serayu river basin, Central Java"
"592affbf-c081-4d6b-80c0-b95dbfad508d"	"Hydrological map of Serayu River basin, Central Java (Indonesia)"	"Includes:
Hydrological land units in Serayu Riverbasin (on reverse side)"
"d2591d90-88fd-11da-a88f-000d939bc5d8"	"Jawa Madura - land suitabity (Indonesia)"	"land suitabity - Java, Madura"
"0a578d80-6e13-4c37-82cd-8296dfad80f8"	"Kompleks Hutan Tjadangan - Djanglapa (Indonesia)"	"Include:
Kompleks Hutan Tjadangan - Djanglapa (10 000)"
"90ff71fa-b318-47bb-adb2-eb8004eb05a8"	"Lambaga Penelitian Tanah"	"Peta Tana TindJau Propinsi Sulawesi Selatan (500 000)"
"11cb544b-316a-45d3-96b8-8cf297fcb524"	"Land and water resources development S.E. Sumatra"	"Reconnaissance Soil Map (250 000); (Sheet North and South)"
"11cb544b-316a-45d3-96b8-8cf297fcb524"	"Land and water resources development S.E. Sumatra"	"Reconnaissance Soil Map (250 000); (Sheet North and South)"
"09c0e3db-6200-4f13-808c-b74f3bbe00ba"	"Land capability maps (Maluku and Irian Jaya - Indonesia)"	"Include:
Maluku and Irian Jaya -
Land capability groups for wetland rice for Maluku and Irian Jaya -"
"b530b78e-2a11-4624-8ff8-e4aea088631a"	"Land capability maps (Sulawesi Andnusatenggaram - Indonesia)"	"Include:
land capability classification for cultivation for sulawesi andnusatenggara"
"e41a770b-44a9-45ae-8511-e00bf1c18811"	"Land development maps for Maluku and Irian Java maps (Indonesia)"	"Include:
Land development units for Maluku and Irian Java"
"ecb02080-88fd-11da-a88f-000d939bc5d8"	"Land Use (Map 10)  and 1982 Forest Classification"	"Land Use (Map 10)  and 1982 Forest Classification"
"d91d9930-88fd-11da-a88f-000d939bc5d8"	"Map of sedimentary basins of the Indonesian Region"	"Coverage: Indonesia, Malaysia, Philippines"
"66af9ad4-ea9c-44c1-9d39-97b3e799b214"	"Peta Ekosistem Pertanian, Blitar - Jawa"	"Include:
Java:
Blitar (1992) (33)"
"04ae6c08-f027-4bf2-b813-9a5d96691189"	"Peta Ekosistem Pertanian, Cilacap - Jawa"	"Include:
Cilacap (1992) (17)"
"ee9b972f-a272-438c-acf0-f0dc4380c8f2"	"Peta Ekosistem Pertanian, Indramayu - Jawa"	"Include:
Indramayu (1990) (Lembar IV)"
"f978ff2f-dbfc-40d6-9cd1-eea909ca4ad4"	"Peta Ekosistem Pertanian, Jember - Jawa"	"Include:
Jember (1992) (39)"
"c2c78606-fb07-4118-866b-0e5b87fa352c"	"Peta Ekosistem Pertanian, Karawang - Jawa"	"Include:
Karawang (1990) (Lembar I)"
"6784e3a0-0ce5-4496-8161-d32963db3c6b"	"Peta Ekosistem Pertanian, Kediri - Jawa"	"Include:
Kediri (1992) (32)"
"40a39ebf-ddf5-4b6a-80b6-af9bac0c905c"	"Peta Ekosistem Pertanian, Kendal - Jawa"	"Include:
Kendal (1991) (Lembar I)"
"c04a7ca0-27ac-4f00-9bac-dad0623ada21"	"Peta Ekosistem Pertanian, Magelang - Jawa"	"Include:
Magelang (1991) (Lembar II)"
"8bb625a1-55bc-472b-8d96-4d5778575eea"	"Peta Ekosistem Pertanian, Malang - Jawa"	"Include:
Malang  (1992) (36)"
"904da355-aa85-4282-b668-3ad4eb637ccf"	"Peta Ekosistem Pertanian, Pasuruan - Jawa"	"Include:
Pasuruan (1992) (35)"
"54a41d7b-329f-46e1-80e8-575ffc277bdd"	"Peta Ekosistem Pertanian, Pekalongan - Jawa"	"Include:
Pekalongan (1992) (18)"
"23926a90-b7fd-4abd-8a1e-47228a745978"	"Peta Ekosistem Pertanian, Probolinggo - Jawa"	"Include:
Probolinggo (1992) (38)"
"e3a375eb-b607-4f32-88f5-f3479b8eba55"	"Peta Ekosistem Pertanian, Purwakarta - Jawa"	"Include:
Purwakarta (1990) (Lembar II)"
"44acca47-a715-4a35-a689-3ec0fd1264ae"	"Peta Ekosistem Pertanian, Purwokerto - Jawa"	"Include:
Purwokerto (1992) (19)"
"e0033d54-3459-415e-ab85-e58249d6c1ce"	"Peta Ekosistem Pertanian, Semarang - Jawa"	"Include:
Semarang (1991) (Lembar III)"
"09a674ea-7645-4dd2-9e06-8c2d67571e74"	"Peta Ekosistem Pertanian, Subang - Jawa"	"Include:
Subang (1990) (Lembar III)"
"333673c6-f774-4671-ab4f-d99ca5e3c493"	"Peta Ekosistem Pertanian, Surakarta - Jawa"	"Include:
Surakarta (1991) (Lembar IV)"
"c19fe31f-fcb1-40c4-a3b3-8d8ddfe9e9b9"	"Peta Ekosistem Pertanian, Tegal - Jawa"	"Include:
Tegal (1992) (16)"
"94c60246-ae2c-40a5-a4c5-e0b11ae30dff"	"Peta Ekosistem Pertanian, Yogyakarta - Jawa"	"Include:
Yogyakarta (1991) (Lembar V)."
"1fe84db3-cb6f-483d-a8ed-61562d0456af"	"Peta Geologi (Djawa Dan Madura) â Menurut Verbeek dan Fennema (Indonesia)"	"Include:
Peta Geologi (Djawa Dan Madura) â Menurut Verbeek dan Fennema (1 000 000)"
