uuid,year,country_code,country_name,keywords,title,abstract,download_url,metadata_url,latitude,longitude
43a2b711-3396-476f-83db-be2cc79a2f99,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Agricultural - Costa Rica),"Include:
Soils-Agricultural (b/w and colour), (L-5),(T-5); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/43a2b711-3396-476f-83db-be2cc79a2f99/resources/costa_rica-880-suelos-agricolas_bw-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/43a2b711-3396-476f-83db-be2cc79a2f99,9.342590381653029,-83.87820268478599
43a2b711-3396-476f-83db-be2cc79a2f99,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Agricultural - Costa Rica),"Include:
Soils-Agricultural (b/w and colour), (L-5),(T-5); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/43a2b711-3396-476f-83db-be2cc79a2f99/resources/costa_rica-880-suelos-agricolas_descripcion_2di2-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/43a2b711-3396-476f-83db-be2cc79a2f99,9.326836270355537,-83.04692218707352
fe976ac7-e5a7-4246-a7c0-6c93b673af18,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Engineering - Costa Rica),"Include:
Soils-Engineering (L-13),(T-13); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/fe976ac7-e5a7-4246-a7c0-6c93b673af18/resources/costa_rica-880-suelos-ingenieria_descripcion_2di5-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/fe976ac7-e5a7-4246-a7c0-6c93b673af18,8.900982506269232,-82.81865228043081
fe976ac7-e5a7-4246-a7c0-6c93b673af18,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Engineering - Costa Rica),"Include:
Soils-Engineering (L-13),(T-13); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/fe976ac7-e5a7-4246-a7c0-6c93b673af18/resources/costa_rica-880-suelos-ingenieria_descripcion_5di5-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/fe976ac7-e5a7-4246-a7c0-6c93b673af18,9.633119644788465,-82.76210339415458
fe976ac7-e5a7-4246-a7c0-6c93b673af18,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Engineering - Costa Rica),"Include:
Soils-Engineering (L-13),(T-13); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/fe976ac7-e5a7-4246-a7c0-6c93b673af18/resources/costa_rica-880-suelos-ingenieria_descripcion_4di5-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/fe976ac7-e5a7-4246-a7c0-6c93b673af18,8.536384552913084,-83.58501161018043
fe976ac7-e5a7-4246-a7c0-6c93b673af18,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Engineering - Costa Rica),"Include:
Soils-Engineering (L-13),(T-13); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/fe976ac7-e5a7-4246-a7c0-6c93b673af18/resources/costa_rica-880-suelos-ingenieria-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/fe976ac7-e5a7-4246-a7c0-6c93b673af18,9.560978533732237,-83.22104989337949
fe976ac7-e5a7-4246-a7c0-6c93b673af18,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Engineering - Costa Rica),"Include:
Soils-Engineering (L-13),(T-13); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/fe976ac7-e5a7-4246-a7c0-6c93b673af18/resources/costa_rica-880-suelos-ingenieria_descripcion_1di5-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/fe976ac7-e5a7-4246-a7c0-6c93b673af18,9.179362344785838,-83.41388771779185
fe976ac7-e5a7-4246-a7c0-6c93b673af18,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Soils-Engineering - Costa Rica),"Include:
Soils-Engineering (L-13),(T-13); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/fe976ac7-e5a7-4246-a7c0-6c93b673af18/resources/costa_rica-880-suelos-ingenieria_descripcion_3di5-soils-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/fe976ac7-e5a7-4246-a7c0-6c93b673af18,9.128377461253205,-83.5328412174868
b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Vegetation - Costa Rica),"Include:
Vegetation (L6),(t-6); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0/resources/costa_rica-880-vegetacion-vegetation-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0,9.059842854278417,-83.06049585494587
b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Vegetation - Costa Rica),"Include:
Vegetation (L6),(t-6); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0/resources/costa_rica-880-vegetacion_descripcion_1di2-vegetation-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0,9.652727528220026,-83.40809864193808
b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0,1965,CR,Costa Rica,"Climate,Drainage,Geology,Groundwater,Land Use,Soil,Vegetation",Analisis regional de recursos fisicos; Regional analysis of physical resources (1st edition) (Vegetation - Costa Rica),"Include:
Vegetation (L6),(t-6); Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0/resources/costa_rica-880-vegetacion_descripcion_2di2-vegetation-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/b31d6bdc-5b5c-42c0-8f8e-a63f5fe172a0,9.255806112221133,-83.408783442787
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-liberia-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,9.664245346427785,-84.21043686982573
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-san_jose-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,8.434334886586884,-82.96562397698831
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-barra_del_colorado-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,9.034819229242748,-83.08015354407513
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-golfito-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,9.35932525906857,-83.91598357615418
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-san_carlos-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,9.505917604246179,-83.93259088407913
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units",https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-leyenda_de_capacidad_de_uso_del_suolo-land_use.jpg,https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,9.533168530366925,-84.1371625745097
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-talamanca-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,8.771095048592064,-83.03400488802184
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-nicoya-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,9.159593605779687,-82.96033733823421
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-quepos-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,9.274687824165305,-83.44678619179959
bdad14f3-5267-4b82-be20-f0881b3027e5,1978,CR,Costa Rica,"Land,Land Suitability,Suitability","Capacidad de uso del suelo (Ed. 1,IGNCR) (Costa Rica)","Include:
Liberia (CR2CM1) -
San Carlos (CR2CM-2) -
Barra delColorado (CR2CM-3) -
Nicoya (CR2CM-4) -
San Jose (CR2CM-5) -
Limon (CR2CM-6) -
Quepos (CR2CM-7) -
Talamanca (CR2CM-8) -
Golfito (CR2CM-9),
Description of the mapping units","https://storage.googleapis.com/fao-maps-catalog-data/uuid/bdad14f3-5267-4b82-be20-f0881b3027e5/resources/costa_rica-3625-oficina_de_planificazion_sectorial_agropecuaria-limon-land_use-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/bdad14f3-5267-4b82-be20-f0881b3027e5,8.757407430277487,-83.33038316728089
eff38bb0-88fd-11da-a88f-000d939bc5d8,1968,CR,Costa Rica,"Land,Land Suitability,Suitability","Limon, Costa Rica, Uso potencial de la tierra","Limon, Costa Rica, Uso potencial de la tierra","https://storage.googleapis.com/fao-maps-catalog-data/uuid/eff38bb0-88fd-11da-a88f-000d939bc5d8/resources/costa_rica-884-limon_uso_potencial_de_la_tierra-land_use-1-50,000.jpg",https://data.apps.fao.org/catalog/iso/eff38bb0-88fd-11da-a88f-000d939bc5d8,9.45924448072186,-83.11618732904303
f5b145b0-88fd-11da-a88f-000d939bc5d8,1969,CR,Costa Rica,"Agriculture,Agro-Ecological Zones,Crops,Ecology",Mapa ecologico según la clasificación de zonas de vida del mundo de L.R. Holdridge (Costa Rica),Mapa ecologico según la clasificación de zonas de vida del mundo de L.R. Holdridge,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/f5b145b0-88fd-11da-a88f-000d939bc5d8/resources/costa_rica-3873-mapa_ecologico_centro_tropical-vegetation-1-750,000.jpg",https://data.apps.fao.org/catalog/iso/f5b145b0-88fd-11da-a88f-000d939bc5d8,8.860239670873833,-83.5030470375373
f5c3bc40-88fd-11da-a88f-000d939bc5d8,1968,CR,Costa Rica,"Geology,Geomorphology",Mapa geologico de Costa Rica (Ed. Preliminar),Mapa geologico de Costa Rica (Ed. Preliminar),"https://storage.googleapis.com/fao-maps-catalog-data/uuid/f5c3bc40-88fd-11da-a88f-000d939bc5d8/resources/costa_rica-3876-mapa_geologico_de_costa_rica-geology-1-700,000.jpg",https://data.apps.fao.org/catalog/iso/f5c3bc40-88fd-11da-a88f-000d939bc5d8,9.569521382269778,-83.60983906569363
243a4bac-6375-48d7-a3cc-f294b98f6cd4,1952,CR,Costa Rica,"Geology,Soil",Region oriental de la Meseta central (Geological Map - Costa Rica),"Include:
Mapa geologico","https://storage.googleapis.com/fao-maps-catalog-data/uuid/243a4bac-6375-48d7-a3cc-f294b98f6cd4/resources/costa_rica-882-mapa_geologico_region_oriental_de_la_meseta_central-geology-1-59,000.jpg",https://data.apps.fao.org/catalog/iso/243a4bac-6375-48d7-a3cc-f294b98f6cd4,8.759342942084665,-83.20782522539028
d80c3cb5-d377-4b08-976c-2ea94b2a2d74,1952,CR,Costa Rica,"Geology,Soil",Region oriental de la Meseta central (Soil map - Costa Rica),"Include:
Mapa de suelos","https://storage.googleapis.com/fao-maps-catalog-data/uuid/d80c3cb5-d377-4b08-976c-2ea94b2a2d74/resources/costa_rica-882-mapa_de_suelos-soils-1-59,000.jpg",https://data.apps.fao.org/catalog/iso/d80c3cb5-d377-4b08-976c-2ea94b2a2d74,9.554222246720986,-84.1228592767836
ee7b91b0-88fd-11da-a88f-000d939bc5d8,1964,CR,Costa Rica,"Land,Land Suitability,Suitability",Uso potencial de la tierra (Costa Rica),Uso potencial de la tierra,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ee7b91b0-88fd-11da-a88f-000d939bc5d8/resources/costa_rica-885_-uso_potencial_de_la_tierra-land_use-1-1,000,000.jpg",https://data.apps.fao.org/catalog/iso/ee7b91b0-88fd-11da-a88f-000d939bc5d8,9.36160963150643,-82.97627808105221
47d9657c-a4b1-4e10-a28d-6ffbbba02963,,CU,Cuba,"Geochemistry,Soil",Agrupacion Genetica de las series de suelos (Cuba),"Include :
Agrupacion Genetica de las series de suelos (1 500 000)
Regionalizacion Geoquimica de Los Suelos (2 500 000)","https://storage.googleapis.com/fao-maps-catalog-data/uuid/47d9657c-a4b1-4e10-a28d-6ffbbba02963/resources/cuba-890-agrupacion_genetica_de_la_series__de_suelos-soils-1-1,500,000.jpg",https://data.apps.fao.org/catalog/iso/47d9657c-a4b1-4e10-a28d-6ffbbba02963,21.532349795824235,-82.65016403885325
d0e9238c-ada6-4577-b1e1-c4f29f8adf9a,1957,CU,Cuba,Soil,Mapa de suelos (Mantua - Cuba),"Include:
Pinar del Rio,  Mantua (Hojas 3-4)","https://storage.googleapis.com/fao-maps-catalog-data/uuid/d0e9238c-ada6-4577-b1e1-c4f29f8adf9a/resources/cuba-892-municipio_de_mantua-hoja_n4-soils-1-40,000.jpg",https://data.apps.fao.org/catalog/iso/d0e9238c-ada6-4577-b1e1-c4f29f8adf9a,21.53646373332772,-82.75766801769991
d0e9238c-ada6-4577-b1e1-c4f29f8adf9a,1957,CU,Cuba,Soil,Mapa de suelos (Mantua - Cuba),"Include:
Pinar del Rio,  Mantua (Hojas 3-4)","https://storage.googleapis.com/fao-maps-catalog-data/uuid/d0e9238c-ada6-4577-b1e1-c4f29f8adf9a/resources/cuba-892-municipio_de_mantua-hoja_n3-soils-1-40,000.jpg",https://data.apps.fao.org/catalog/iso/d0e9238c-ada6-4577-b1e1-c4f29f8adf9a,21.7457304122928,-82.98658391364573
774de91d-2f96-498d-b32f-9c5b86913608,1957,CU,Cuba,Soil,Mapa de suelos (Municipio de Guane - Cuba),"Include:
Pinar del Rio, Municipio de Guane  (4 sheets),","https://storage.googleapis.com/fao-maps-catalog-data/uuid/774de91d-2f96-498d-b32f-9c5b86913608/resources/cuba-892-municio_de_guane-soils-sheet4-1-40,000.jpg",https://data.apps.fao.org/catalog/iso/774de91d-2f96-498d-b32f-9c5b86913608,21.87680453475441,-82.95373323425011
774de91d-2f96-498d-b32f-9c5b86913608,1957,CU,Cuba,Soil,Mapa de suelos (Municipio de Guane - Cuba),"Include:
Pinar del Rio, Municipio de Guane  (4 sheets),","https://storage.googleapis.com/fao-maps-catalog-data/uuid/774de91d-2f96-498d-b32f-9c5b86913608/resources/cuba-892-municio_de_guane-soils-sheet2-1-40,000.jpg",https://data.apps.fao.org/catalog/iso/774de91d-2f96-498d-b32f-9c5b86913608,21.85015543779412,-82.89671658853287
774de91d-2f96-498d-b32f-9c5b86913608,1957,CU,Cuba,Soil,Mapa de suelos (Municipio de Guane - Cuba),"Include:
Pinar del Rio, Municipio de Guane  (4 sheets),","https://storage.googleapis.com/fao-maps-catalog-data/uuid/774de91d-2f96-498d-b32f-9c5b86913608/resources/cuba-892-municio_de_guane-soils-sheet3-1-40,000.jpg",https://data.apps.fao.org/catalog/iso/774de91d-2f96-498d-b32f-9c5b86913608,21.756008280916006,-82.82331719552745
774de91d-2f96-498d-b32f-9c5b86913608,1957,CU,Cuba,Soil,Mapa de suelos (Municipio de Guane - Cuba),"Include:
Pinar del Rio, Municipio de Guane  (4 sheets),","https://storage.googleapis.com/fao-maps-catalog-data/uuid/774de91d-2f96-498d-b32f-9c5b86913608/resources/cuba-892-municio_de_guane-soils-sheet1-1-40,000.jpg",https://data.apps.fao.org/catalog/iso/774de91d-2f96-498d-b32f-9c5b86913608,21.87576116495528,-82.84540814727683
d94b8700-88fd-11da-a88f-000d939bc5d8,1962,CU,Cuba,"Geology,Geomorphology",Mapa geologico de Cuba,Mapa geologico de Cuba,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/d94b8700-88fd-11da-a88f-000d939bc5d8/resources/cuba-893-mapa_geologico_de_cuba-geology-1-1,000,000.jpg",https://data.apps.fao.org/catalog/iso/d94b8700-88fd-11da-a88f-000d939bc5d8,21.736204545980684,-82.80065655313244
ce5ce9b0-88fd-11da-a88f-000d939bc5d8,1965,CU,Cuba,"Hydrogeology,Hydrography,Water Resources",Mapa hidrogeologico de Cuba,Mapa hidrogeologico de Cuba,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ce5ce9b0-88fd-11da-a88f-000d939bc5d8/resources/cuba-1063-mapa_hidrogeologico_de_cuba-geology-1-1,000,000.jpg",https://data.apps.fao.org/catalog/iso/ce5ce9b0-88fd-11da-a88f-000d939bc5d8,21.618369566081864,-82.96306101976414
ee7f6240-88fd-11da-a88f-000d939bc5d8,,CU,Cuba,"Forestry,Vegetation,Vegetation status",Vegetation (Cuba),Vegetation,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ee7f6240-88fd-11da-a88f-000d939bc5d8/resources/cuba-896-carta_geografica_russa-vegetation-1-1,500,000.jpg",https://data.apps.fao.org/catalog/iso/ee7f6240-88fd-11da-a88f-000d939bc5d8,21.86142288641152,-82.74154018540003
d9c1c870-88fd-11da-a88f-000d939bc5d8,1967,DO,Dominican Republic,Soil,Asociaciones de suelos de la Republica Dominicana,Asociaciones de suelos,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/d9c1c870-88fd-11da-a88f-000d939bc5d8/resources/domenican_repubblic-963asocianones_de_suelos-soils-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/d9c1c870-88fd-11da-a88f-000d939bc5d8,18.16752664938645,-68.6739470530657
3100b91f-5af0-4051-84d8-55973f94f7e6,1967,DO,Dominican Republic,"Land,Land Use,Vegetation",Capacidad productiva de la tierra (Dominican Republic),Capacidad productiva de la tierra,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/3100b91f-5af0-4051-84d8-55973f94f7e6/resources/domenican_repubblic-968-capacidad_productiva_de_la_tierra-land_use-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/3100b91f-5af0-4051-84d8-55973f94f7e6,18.150062415686726,-68.69623352517063
ef0c8710-88fd-11da-a88f-000d939bc5d8,1963,DO,Dominican Republic,"Crops,Forestry,Vegetation,Vegetation status",Mapa de vegetacion y cultivos - Cuenca del Yaque del Sur (Dominican Republic),Mapa de vegetacion y cultivos,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ef0c8710-88fd-11da-a88f-000d939bc5d8/resources/domenican_repubblic-967-mapa_vegetacion_e_cultivos-vegetation1-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/ef0c8710-88fd-11da-a88f-000d939bc5d8,18.14844260041212,-68.65966870466676
ef11b730-88fd-11da-a88f-000d939bc5d8,1967,DO,Dominican Republic,"Agriculture,Agro-Ecological Zones,Crops,Cultivated Land,Ecology",Mapa ecologico de la Republica Dominicana,Mapa ecologico de la Republica Dominicana,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/ef11b730-88fd-11da-a88f-000d939bc5d8/resources/domenican_repubblic-969-mapa_ecologico-vegetation-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/ef11b730-88fd-11da-a88f-000d939bc5d8,18.164677038781964,-68.7309129446959
e40e2872-5e3c-41e4-abe2-ccd22a9496a8,1967,DO,Dominican Republic,"Land,Land Use,Vegetation",Uso actual de la tierra y tipos de vegetacion (Dominican Republic),Uso actual de la tierra y tipos de vegetacion,"https://storage.googleapis.com/fao-maps-catalog-data/uuid/e40e2872-5e3c-41e4-abe2-ccd22a9496a8/resources/domenican_repubblic-968-uso_actual_de_la_tierra-vegetation-1-250,000.jpg",https://data.apps.fao.org/catalog/iso/e40e2872-5e3c-41e4-abe2-ccd22a9496a8,18.142603771074718,-68.6764101871878
5111242d-4a4f-4fd3-bd4d-c84107e9a916,1954,DZ,Algeria,"Forestry,Vegetation,Vegetation status",Carte de la végétation de l'Algérie (Beni Abbes - Algeria),"Coverage:
Beni Abbes; Vegetation Map","https://storage.googleapis.com/fao-maps-catalog-data/uuid/5111242d-4a4f-4fd3-bd4d-c84107e9a916/resources/algeria-258-carte_de_la_vegetation_de_lalgerie-beni_abbes-vegetation-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/5111242d-4a4f-4fd3-bd4d-c84107e9a916,35.68241536770643,-1.0211299024486336
8dacd802-74ca-4a32-8745-72b4775b1698,1954,DZ,Algeria,"Forestry,Vegetation,Vegetation status",Carte de la végétation de l'Algérie (Gueltes-Stel-Djelfa - Algeria),"Coverage:
Gueltes-Stel-Djelfa; Vegetation Map","https://storage.googleapis.com/fao-maps-catalog-data/uuid/8dacd802-74ca-4a32-8745-72b4775b1698/resources/algeria-258-carte_de_la_vegetation_de_lalgerie-guelt-es-ste-djelfa-vegetation-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/8dacd802-74ca-4a32-8745-72b4775b1698,35.682294207502856,-1.021181413854614
57ca6b0c-a3d2-4f4b-bfeb-43864e432247,1954,DZ,Algeria,"Forestry,Vegetation,Vegetation status",Carte de la végétation de l'Algérie (Hodna - Algeria),"Coverage:
Hodna (East and West part); Ecological Map","https://storage.googleapis.com/fao-maps-catalog-data/uuid/57ca6b0c-a3d2-4f4b-bfeb-43864e432247/resources/algeria-258-carte-ecologique_du_hodna-feuille_est-vegetation-1-200,000.jpg",https://data.apps.fao.org/catalog/iso/57ca6b0c-a3d2-4f4b-bfeb-43864e432247,35.6823009970873,-1.0209670042246488
